date,site,observer,measurement_type,plot,monolayer,plot_location,bed_depth,mussel_length,top,under,entered_by,checked_by,notes
2019-05-22,North Beach,LL/DVM,Mussel length,5,N,NA,NA,40,3,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel length,5,N,NA,NA,50,2,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel length,5,N,NA,NA,70,1,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel depth,5,N,1,40,NA,NA,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel depth,5,N,2,80,NA,NA,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel depth,5,N,3,60,NA,NA,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel depth,5,N,4,60,NA,NA,NA,DVM,TF,NA
2019-05-22,North Beach,LL/DVM,Mussel depth,5,N,5,60,NA,NA,NA,DVM,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,5,N,NA,NA,20,2,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,5,N,NA,NA,30,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,5,N,NA,NA,40,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,5,N,NA,NA,50,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,5,N,NA,NA,60,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,5,N,1,30,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,5,N,2,0,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,5,N,3,0,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,5,N,4,0,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,5,N,5,0,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,4,N,NA,NA,20,2,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,4,N,NA,NA,30,2,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,4,N,NA,NA,40,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,4,N,NA,NA,50,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,4,N,NA,NA,60,2,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,4,N,1,90,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,4,N,2,30,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,4,N,3,50,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,4,N,4,90,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,4,N,5,30,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,3,N,NA,NA,40,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,3,N,NA,NA,50,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,3,N,NA,NA,60,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,3,N,NA,NA,70,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,3,N,NA,NA,100,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,3,N,NA,NA,120,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,3,N,1,80,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,3,N,2,100,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,3,N,3,110,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,3,N,4,60,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,3,N,5,120,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,2,N,NA,NA,20,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,2,N,NA,NA,30,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,2,N,NA,NA,50,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,2,N,NA,NA,60,2,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,2,N,NA,NA,70,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,2,N,1,70,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,2,N,2,90,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,2,N,3,120,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,2,N,4,50,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,2,N,5,100,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,1,N,NA,NA,10,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,1,N,NA,NA,20,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,1,N,NA,NA,30,3,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,1,N,NA,NA,40,4,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel length,1,N,NA,NA,50,1,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,1,N,1,90,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,1,N,2,100,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,1,N,3,90,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,1,N,4,30,NA,NA,NA,LL,TF,NA
2019-05-23,West Beach,GSB/DVM,Mussel depth,1,N,5,20,NA,NA,NA,LL,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,1,N,1,0,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,1,N,2,20,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,1,N,3,80,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,1,N,4,90,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,1,N,5,10,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,2,N,1,80,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,2,N,2,50,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,2,N,3,100,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,2,N,4,90,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,2,N,5,100,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,3,N,1,70,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,3,N,2,30,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,3,N,3,20,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,3,N,4,40,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,3,N,5,20,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,4,N,1,160,NA,NA,NA,DVM/GSB,TF,*estimate- layer was too deep to measure
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,4,N,2,90,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,4,N,3,160,NA,NA,NA,DVM/GSB,TF,*estimate- layer was too deep to measure
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,4,N,4,70,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,4,N,5,110,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,5,N,1,110,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,5,N,2,50,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,5,N,3,100,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,5,N,4,90,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel depth,5,N,5,70,NA,NA,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,1,NA,NA,NA,10,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,1,NA,NA,NA,20,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,1,NA,NA,NA,30,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,1,NA,NA,NA,40,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,1,NA,NA,NA,50,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,2,NA,NA,NA,20,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,2,NA,NA,NA,30,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,2,NA,NA,NA,40,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,2,NA,NA,NA,50,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,2,NA,NA,NA,60,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,2,NA,NA,NA,80,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,3,NA,NA,NA,20,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,3,NA,NA,NA,30,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,3,NA,NA,NA,40,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,3,NA,NA,NA,50,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,3,NA,NA,NA,60,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,3,NA,NA,NA,80,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,4,NA,NA,NA,30,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,4,NA,NA,NA,40,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,4,NA,NA,NA,60,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,4,NA,NA,NA,70,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,4,NA,NA,NA,80,2,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,5,NA,NA,NA,20,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,5,NA,NA,NA,30,3,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,5,NA,NA,NA,40,1,NA,DVM/GSB,TF,NA
2019-06-15,Fifth Beach,DVM/AG,Mussel length,5,NA,NA,NA,50,3,NA,DVM/GSB,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,1,N,1,50,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,1,N,2,0,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,1,N,3,100,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,1,N,4,60,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,1,N,5,80,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,2,N,1,50,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,2,N,2,120,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,2,N,3,90,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,2,N,4,60,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,2,N,5,130,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,3,N,1,140,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,3,N,2,80,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,3,N,3,100,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,3,N,4,110,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,3,N,5,80,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,4,N,1,100,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,4,N,2,60,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,4,N,3,50,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,4,N,4,90,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,4,N,5,150,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,5,N,1,0,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,5,N,2,0,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,5,N,3,0,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,5,N,4,0,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel depth,5,N,5,30,NA,NA,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,1,N,NA,NA,10,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,1,N,NA,NA,30,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,1,N,NA,NA,50,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,1,N,NA,NA,60,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,1,N,NA,NA,70,4,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,1,N,NA,NA,80,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,20,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,30,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,40,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,60,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,70,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,90,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,2,N,NA,NA,110,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,30,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,40,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,50,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,60,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,70,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,80,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,3,N,NA,NA,90,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,4,N,NA,NA,30,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,4,N,NA,NA,40,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,4,N,NA,NA,50,1,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,4,N,NA,NA,60,3,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,4,N,NA,NA,80,2,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,5,N,NA,NA,20,3,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,5,N,NA,NA,30,3,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,5,N,NA,NA,40,3,NA,LL,TF,NA
2019-06-16,West Beach,DVM,Mussel length,5,N,NA,NA,50,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,1,N,1,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,1,N,2,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,1,N,3,80,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,1,N,4,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,1,N,5,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,2,N,1,60,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,2,N,2,80,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,2,N,3,50,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,2,N,4,60,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,2,N,5,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,3,N,1,0,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,3,N,2,0,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,3,N,3,0,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,3,N,4,0,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,3,N,5,10,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,4,N,1,100,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,4,N,2,110,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,4,N,3,100,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,4,N,4,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,4,N,5,90,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,5,N,1,40,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,5,N,2,30,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,5,N,3,70,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,5,N,4,80,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel depth,5,N,5,100,NA,NA,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,3,N,NA,NA,40,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,3,N,NA,NA,50,2,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,3,N,NA,NA,60,4,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,3,N,NA,NA,70,3,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,1,N,NA,NA,20,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,1,N,NA,NA,40,2,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,1,N,NA,NA,50,3,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,1,N,NA,NA,60,2,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,1,N,NA,NA,70,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,2,N,NA,NA,20,3,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,2,N,NA,NA,30,4,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,2,N,NA,NA,40,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,2,N,NA,NA,60,2,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,4,N,NA,NA,30,2,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,4,N,NA,NA,40,6,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,4,N,NA,NA,60,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,4,N,NA,NA,70,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,5,N,NA,NA,30,3,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,5,N,NA,NA,40,3,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,5,N,NA,NA,50,1,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,5,N,NA,NA,2,2,NA,LL,TF,NA
2019-06-18,North Beach,DVM,Mussel length,5,N,NA,NA,1,1,NA,LL,TF,NA
2019-08-28,West Beach,AG/GSB,Mussel length,1,Y,NA,NA,10,2,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,1,Y,NA,NA,20,3,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,1,Y,NA,NA,30,3,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,1,Y,NA,NA,40,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,1,Y,NA,NA,50,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,2,N,NA,NA,30,1,1,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,2,N,NA,NA,40,3,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,2,N,NA,NA,50,3,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,2,N,NA,NA,60,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,2,N,NA,NA,70,2,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,3,N,NA,NA,40,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,3,N,NA,NA,50,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,3,N,NA,NA,60,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,3,N,NA,NA,70,3,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,3,N,NA,NA,80,2,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,3,N,NA,NA,90,2,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,4,N,NA,NA,20,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,4,N,NA,NA,40,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,4,N,NA,NA,50,3,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,4,N,NA,NA,60,2,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,4,N,NA,NA,70,2,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,4,N,NA,NA,80,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,5,N,NA,NA,40,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,5,N,NA,NA,50,4,1,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,5,N,NA,NA,60,4,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel length,5,N,NA,NA,80,1,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,1,Y,1,0,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,1,Y,2,0,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,1,Y,3,0,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,1,Y,4,0,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,1,Y,5,0,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,2,N,1,60,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,2,N,2,50,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,2,N,3,150,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,2,N,4,80,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,2,N,5,130,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,3,N,1,130,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,3,N,2,70,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,3,N,3,70,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,3,N,4,100,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,3,N,5,90,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,4,N,1,70,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,4,N,2,150,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,4,N,3,150,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,4,N,4,50,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,4,N,5,100,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,5,N,1,60,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,5,N,2,80,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,5,N,3,130,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,5,N,4,60,NA,NA,NA,AG,GSB,NA
2019-08-28,West Beach,AG/GSB,Mussel depth,5,N,5,80,NA,NA,NA,AG,GSB,NA
2019-08-29,Fifth Beach,AG/KH,Mussel length,1,N,NA,NA,40,3,NA,TF,GSB,NA
2019-08-29,Fifth Beach,AG/KH,Mussel length,1,N,NA,NA,50,6,NA,TF,GSB,NA
2019-08-29,Fifth Beach,AG/KH,Mussel length,1,N,NA,NA,60,1,NA,TF,GSB,NA
